car_id,date,dealer_name,dealer_region,company_id,model,engine,transmission,color,body_style,price_$
C_CND_011311,2023-02-13,Tri-State Mack Inc,Scottsdale,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,29000
C_CND_011772,2023-03-09,Classic Chevy,Scottsdale,CMP_002,Durango,Double Overhead Camshaft,Auto,Black,SUV,19001
C_CND_011855,2023-03-11,Pars Auto Sales,Janesville,CMP_008,Altima,Double Overhead Camshaft,Auto,Pale White,Hatchback,20001
C_CND_011880,2023-03-12,Diehl Motor CO Inc,Middletown,CMP_005,TL,Double Overhead Camshaft,Auto,Red,Hatchback,24500
C_CND_011881,2023-03-12,Enterprise Rent A Car,Aurora,CMP_006,Diamante,Overhead Camshaft,Manual,Black,Hatchback,22000
C_CND_011937,2023-03-13,Suburban Ford,Janesville,CMP_021,CL500,Overhead Camshaft,Manual,Black,SUV,22000
C_CND_012174,2023-03-20,Chrysler of Tri-Cities,Greenville,CMP_027,GS400,Double Overhead Camshaft,Auto,Black,Hatchback,12501
C_CND_012344,2023-03-29,Chrysler of Tri-Cities,Greenville,CMP_017,Carrera Cabrio,Double Overhead Camshaft,Auto,Pale White,Passenger,32001
C_CND_012632,2023-04-08,Motor Vehicle Branch Office,Middletown,CMP_001,Escort,Overhead Camshaft,Manual,Black,Passenger,12001
C_CND_012701,2023-04-10,Rabun Used Car Sales,Scottsdale,CMP_009,Mountaineer,Overhead Camshaft,Manual,Red,Hardtop,21000
C_CND_012802,2023-04-15,Star Enterprises Inc,Pasco,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,21000
C_CND_012848,2023-04-16,U-Haul CO,Austin,CMP_020,SC,Overhead Camshaft,Manual,Red,Hardtop,61000
C_CND_013437,2023-05-06,Iceberg Rentals,Janesville,CMP_027,GS400,Overhead Camshaft,Manual,Black,Hatchback,53000
C_CND_013593,2023-05-09,Scrivener Performance Engineering,Janesville,CMP_007,Corvette,Overhead Camshaft,Manual,Pale White,SUV,22001
C_CND_013777,2023-05-17,Classic Chevy,Scottsdale,CMP_002,Ram Van,Double Overhead Camshaft,Auto,Red,Hatchback,31000
C_CND_013894,2023-05-21,Progressive Shippers Cooperative Association No,Janesville,CMP_018,Jetta,Overhead Camshaft,Manual,Pale White,Passenger,27301
C_CND_014020,2023-05-26,Race Car Help,Austin,CMP_001,Explorer,Double Overhead Camshaft,Auto,Black,Hatchback,22001
C_CND_014033,2023-05-26,Capitol KIA,Greenville,CMP_018,Passat,Double Overhead Camshaft,Auto,Pale White,Hatchback,32000
C_CND_014724,2023-06-12,C & M Motors Inc,Aurora,CMP_030,Cherokee,Double Overhead Camshaft,Auto,Pale White,Sedan,14000
C_CND_014727,2023-06-12,Chrysler Plymouth,Janesville,CMP_001,Windstar,Double Overhead Camshaft,Auto,Pale White,Sedan,19000
C_CND_015016,2023-06-20,Scrivener Performance Engineering,Greenville,CMP_007,Corvette,Overhead Camshaft,Manual,Pale White,SUV,22001
C_CND_015125,2023-06-23,Race Car Help,Austin,CMP_024,Bonneville,Double Overhead Camshaft,Auto,Pale White,Hatchback,19501
C_CND_015142,2023-06-23,Iceberg Rentals,Janesville,CMP_010,328i,Double Overhead Camshaft,Auto,Black,Sedan,16001
C_CND_015243,2023-06-26,Enterprise Rent A Car,Aurora,CMP_026,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,34701
C_CND_015412,2023-07-01,Scrivener Performance Engineering,Greenville,CMP_011,Concorde,Double Overhead Camshaft,Auto,Pale White,Hardtop,42000
C_CND_015442,2023-07-02,Diehl Motor CO Inc,Middletown,CMP_018,Jetta,Overhead Camshaft,Manual,Pale White,Passenger,24000
C_CND_015630,2023-07-08,Race Car Help,Austin,CMP_001,Contour,Double Overhead Camshaft,Auto,Pale White,Sedan,62000
C_CND_015919,2023-07-17,Motor Vehicle Branch Office,Austin,CMP_019,Park Avenue,Overhead Camshaft,Manual,Pale White,Hatchback,23000
C_CND_016213,2023-07-24,C & M Motors Inc,Aurora,CMP_014,Civic,Double Overhead Camshaft,Auto,Pale White,Hatchback,25701
C_CND_016344,2023-07-28,Pitre Buick-Pontiac-Gmc of Scottsdale,Janesville,CMP_028,Prowler,Overhead Camshaft,Manual,Pale White,Hatchback,16000
C_CND_016751,2023-08-15,Scrivener Performance Engineering,Greenville,CMP_003,Seville,Overhead Camshaft,Manual,Black,SUV,44000
C_CND_016862,2023-08-21,Progressive Shippers Cooperative Association No,Janesville,CMP_029,3-Sep,Double Overhead Camshaft,Auto,Black,Sedan,23001
C_CND_016977,2023-08-23,Enterprise Rent A Car,Aurora,CMP_001,Contour,Double Overhead Camshaft,Auto,Pale White,Sedan,62000
C_CND_017024,2023-08-23,Rabun Used Car Sales,Austin,CMP_008,Pathfinder,Double Overhead Camshaft,Auto,Pale White,SUV,75501
C_CND_017085,2023-08-26,Scrivener Performance Engineering,Greenville,CMP_026,Silhouette,Double Overhead Camshaft,Auto,Black,Sedan,60000
C_CND_017153,2023-08-27,Classic Chevy,Scottsdale,CMP_029,3-Sep,Double Overhead Camshaft,Auto,Red,Sedan,69000
C_CND_017497,2023-09-02,Rabun Used Car Sales,Scottsdale,CMP_027,LS400,Double Overhead Camshaft,Auto,Pale White,Sedan,27900
C_CND_017548,2023-09-03,Hatfield Volkswagen,Pasco,CMP_007,Corvette,Double Overhead Camshaft,Auto,Pale White,SUV,35001
C_CND_017597,2023-09-03,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_018,Beetle,Double Overhead Camshaft,Auto,Pale White,SUV,45001
C_CND_018102,2023-09-11,Capitol KIA,Greenville,CMP_022,S-Type,Overhead Camshaft,Manual,Pale White,Passenger,20001
C_CND_018174,2023-09-11,Suburban Ford,Aurora,CMP_028,Voyager,Overhead Camshaft,Manual,Black,Passenger,75100
C_CND_018276,2023-09-13,U-Haul CO,Austin,CMP_004,Corolla,Double Overhead Camshaft,Auto,Red,Passenger,41000
C_CND_018401,2023-09-17,Star Enterprises Inc,Pasco,CMP_008,Frontier,Overhead Camshaft,Manual,Pale White,Hatchback,20000
C_CND_018465,2023-09-18,Enterprise Rent A Car,Aurora,CMP_027,GS300,Overhead Camshaft,Manual,Black,Passenger,51001
C_CND_018754,2023-09-23,Pars Auto Sales,Greenville,CMP_009,Grand Marquis,Double Overhead Camshaft,Auto,Black,SUV,9500
C_CND_018757,2023-09-23,Chrysler of Tri-Cities,Aurora,CMP_012,Forester,Double Overhead Camshaft,Auto,Black,SUV,22000
C_CND_019243,2023-10-03,Pars Auto Sales,Greenville,CMP_007,Prizm,Overhead Camshaft,Manual,Black,Hardtop,16000
C_CND_019290,2023-10-06,Motor Vehicle Branch Office,Austin,CMP_003,Catera,Double Overhead Camshaft,Auto,Pale White,Hatchback,75500
C_CND_019699,2023-10-20,Progressive Shippers Cooperative Association No,Janesville,CMP_009,Grand Marquis,Overhead Camshaft,Manual,Black,SUV,49001
C_CND_019864,2023-10-22,Classic Chevy,Scottsdale,CMP_010,528i,Overhead Camshaft,Manual,Pale White,SUV,29501
C_CND_020454,2023-11-05,Clay Johnson Auto Sales,Pasco,CMP_021,SLK,Overhead Camshaft,Manual,Black,Passenger,26000
C_CND_020587,2023-11-07,Suburban Ford,Janesville,CMP_019,Park Avenue,Overhead Camshaft,Manual,Pale White,Hatchback,45000
C_CND_020613,2023-11-09,Race Car Help,Austin,CMP_002,Stratus,Overhead Camshaft,Manual,Pale White,Hatchback,37100
C_CND_020689,2023-11-10,Star Enterprises Inc,Pasco,CMP_021,M-Class,Overhead Camshaft,Manual,Pale White,SUV,25000
C_CND_020841,2023-11-11,Capitol KIA,Greenville,CMP_001,F-Series,Overhead Camshaft,Manual,Pale White,Passenger,13000
C_CND_021028,2023-11-13,Progressive Shippers Cooperative Association No,Janesville,CMP_014,Odyssey,Overhead Camshaft,Manual,Pale White,Passenger,27800
C_CND_021238,2023-11-19,Star Enterprises Inc,Pasco,CMP_025,Town car,Overhead Camshaft,Manual,Pale White,Hatchback,33001
C_CND_021437,2023-11-21,Ryder Truck Rental and Leasing,Middletown,CMP_008,Pathfinder,Double Overhead Camshaft,Auto,Pale White,Hardtop,75001
C_CND_021456,2023-11-21,U-Haul CO,Austin,CMP_021,SL-Class,Overhead Camshaft,Manual,Pale White,Hardtop,17001
C_CND_021460,2023-11-21,Iceberg Rentals,Janesville,CMP_020,LS,Double Overhead Camshaft,Auto,Pale White,Sedan,45000
C_CND_021738,2023-11-25,Capitol KIA,Scottsdale,CMP_010,328i,Double Overhead Camshaft,Auto,Black,Sedan,41000
C_CND_021788,2023-11-26,U-Haul CO,Austin,CMP_003,Escalade,Double Overhead Camshaft,Auto,Black,Sedan,28000
C_CND_022189,2023-12-02,Nebo Chevrolet,Austin,CMP_004,Celica,Overhead Camshaft,Manual,Pale White,SUV,14000
C_CND_022196,2023-12-02,Ryder Truck Rental and Leasing,Austin,CMP_023,S40,Double Overhead Camshaft,Auto,Red,Sedan,29500
C_CND_022293,2023-12-04,Tri-State Mack Inc,Scottsdale,CMP_009,Villager,Overhead Camshaft,Manual,Pale White,Passenger,14000
C_CND_022661,2023-12-09,Star Enterprises Inc,Pasco,CMP_006,Eclipse,Double Overhead Camshaft,Auto,Black,Hardtop,27001
C_CND_022673,2023-12-09,Chrysler Plymouth,Austin,CMP_010,323i,Double Overhead Camshaft,Auto,Black,Hatchback,9000
C_CND_022755,2023-12-11,Progressive Shippers Cooperative Association No,Janesville,CMP_006,Diamante,Overhead Camshaft,Manual,Red,Hatchback,12001
C_CND_022890,2023-12-11,Gartner Buick Hyundai Saab,Janesville,CMP_006,3000GT,Double Overhead Camshaft,Auto,Red,Sedan,19000
C_CND_023069,2023-12-15,Enterprise Rent A Car,Scottsdale,CMP_002,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,20000
C_CND_023139,2023-12-17,Ryder Truck Rental and Leasing,Aurora,CMP_020,LW,Overhead Camshaft,Manual,Red,Hatchback,49000
C_CND_023437,2023-12-23,Chrysler of Tri-Cities,Scottsdale,CMP_011,LHS,Double Overhead Camshaft,Auto,Pale White,Hatchback,20100
C_CND_023473,2023-12-24,Race Car Help,Austin,CMP_021,M-Class,Overhead Camshaft,Manual,Red,Hardtop,25001
C_CND_023764,2023-12-29,Rabun Used Car Sales,Middletown,CMP_001,Escort,Overhead Camshaft,Manual,Black,Passenger,11060
C_CND_023803,2023-12-29,Race Car Help,Aurora,CMP_018,Jetta,Overhead Camshaft,Manual,Red,Passenger,24000
C_CND_023837,2023-12-30,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_023,C70,Double Overhead Camshaft,Auto,Black,Hatchback,12000
C_CND_000003,2022-01-02,Capitol KIA,Greenville,CMP_003,Eldorado,Overhead Camshaft,Manual,Red,Passenger,31500
C_CND_000104,2022-01-06,Buddy Storbeck's Diesel Service Inc,Janesville,CMP_021,SL-Class,Overhead Camshaft,Manual,Black,Hardtop,38000
C_CND_000130,2022-01-09,Progressive Shippers Cooperative Association No,Scottsdale,CMP_022,S-Type,Overhead Camshaft,Manual,Pale White,Passenger,20000
C_CND_000322,2022-02-03,Nebo Chevrolet,Middletown,CMP_007,Metro,Overhead Camshaft,Manual,Pale White,Passenger,13500
C_CND_000816,2022-03-08,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_013,Sonata,Overhead Camshaft,Manual,Pale White,SUV,21000
C_CND_000828,2022-03-08,Buddy Storbeck's Diesel Service Inc,Janesville,CMP_001,Explorer,Double Overhead Camshaft,Auto,Black,Hatchback,22000
C_CND_000829,2022-03-08,C & M Motors Inc,Scottsdale,CMP_021,CL500,Overhead Camshaft,Manual,Black,SUV,22000
C_CND_001134,2022-03-22,Race Car Help,Austin,CMP_030,Grand Cherokee,Overhead Camshaft,Manual,Pale White,SUV,15500
C_CND_001274,2022-03-29,Capitol KIA,Greenville,CMP_007,Camaro,Double Overhead Camshaft,Auto,Red,Sedan,24000
C_CND_001286,2022-03-29,Scrivener Performance Engineering,Greenville,CMP_011,LHS,Double Overhead Camshaft,Auto,Black,Hatchback,26000
C_CND_001333,2022-03-31,C & M Motors Inc,Aurora,CMP_004,Sienna,Overhead Camshaft,Manual,Black,Passenger,27500
C_CND_001339,2022-03-31,Saab-Belle Dodge,Greenville,CMP_014,CR-V,Double Overhead Camshaft,Auto,Red,SUV,12000
C_CND_001423,2022-04-05,Suburban Ford,Janesville,CMP_017,Boxter,Double Overhead Camshaft,Auto,Black,SUV,26000
C_CND_001446,2022-04-05,Saab-Belle Dodge,Aurora,CMP_021,SL-Class,Overhead Camshaft,Manual,Pale White,Hatchback,26000
C_CND_001525,2022-04-07,Chrysler of Tri-Cities,Pasco,CMP_004,Land Cruiser,Double Overhead Camshaft,Auto,Red,SUV,33000
C_CND_001676,2022-04-13,Ryder Truck Rental and Leasing,Austin,CMP_025,Town car,Double Overhead Camshaft,Auto,Pale White,Hatchback,18000
C_CND_002981,2022-06-07,Enterprise Rent A Car,Aurora,CMP_004,Celica,Overhead Camshaft,Manual,Pale White,SUV,14000
C_CND_003242,2022-06-16,Motor Vehicle Branch Office,Austin,CMP_011,LHS,Double Overhead Camshaft,Auto,Black,Hatchback,26000
C_CND_004251,2022-07-30,Chrysler of Tri-Cities,Austin,CMP_028,Prowler,Overhead Camshaft,Manual,Red,Hatchback,71000
C_CND_004286,2022-08-01,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_028,Prowler,Overhead Camshaft,Manual,Red,Hatchback,71000
C_CND_004600,2022-08-13,Race Car Help,Austin,CMP_021,C-Class,Overhead Camshaft,Manual,Pale White,Hatchback,17001
C_CND_004653,2022-08-16,U-Haul CO,Austin,CMP_017,Boxter,Double Overhead Camshaft,Auto,Black,SUV,26000
C_CND_005410,2022-09-08,Ryder Truck Rental and Leasing,Middletown,CMP_022,S-Type,Overhead Camshaft,Manual,Pale White,Passenger,21000
C_CND_005610,2022-09-13,Nebo Chevrolet,Middletown,CMP_015,I30,Double Overhead Camshaft,Auto,Pale White,Hatchback,15000
C_CND_005738,2022-09-15,Ryder Truck Rental and Leasing,Austin,CMP_028,Neon,Overhead Camshaft,Manual,Black,SUV,29000
C_CND_005792,2022-09-17,Pars Auto Sales,Greenville,CMP_001,Mustang,Overhead Camshaft,Manual,Pale White,Hatchback,43000
C_CND_005810,2022-09-17,Nebo Chevrolet,Middletown,CMP_004,Camry,Double Overhead Camshaft,Auto,Pale White,Hatchback,31000
C_CND_005811,2022-09-17,New Castle Ford Lincoln Mercury,Aurora,CMP_002,Viper,Double Overhead Camshaft,Auto,Pale White,SUV,25000
C_CND_005980,2022-09-20,Rabun Used Car Sales,Scottsdale,CMP_007,Prizm,Overhead Camshaft,Manual,Pale White,Hardtop,22000
C_CND_005995,2022-09-20,Star Enterprises Inc,Pasco,CMP_021,CL500,Overhead Camshaft,Manual,Pale White,SUV,29000
C_CND_006037,2022-09-21,Saab-Belle Dodge,Aurora,CMP_004,Sienna,Overhead Camshaft,Manual,Black,Passenger,16000
C_CND_006058,2022-09-21,Star Enterprises Inc,Pasco,CMP_004,Tacoma,Overhead Camshaft,Manual,Pale White,Hatchback,24000
C_CND_006592,2022-10-01,New Castle Ford Lincoln Mercury,Janesville,CMP_004,Celica,Overhead Camshaft,Manual,Pale White,SUV,14000
C_CND_006598,2022-10-02,C & M Motors Inc,Aurora,CMP_006,Eclipse,Double Overhead Camshaft,Auto,Black,Hatchback,27500
C_CND_006888,2022-10-12,U-Haul CO,Austin,CMP_018,Jetta,Double Overhead Camshaft,Auto,Pale White,Passenger,22000
C_CND_006911,2022-10-12,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_021,C-Class,Overhead Camshaft,Manual,Pale White,Hatchback,17700
C_CND_006952,2022-10-15,Gartner Buick Hyundai Saab,Greenville,CMP_007,Metro,Double Overhead Camshaft,Auto,Pale White,Passenger,19000
C_CND_007100,2022-10-23,Star Enterprises Inc,Pasco,CMP_002,Ram Pickup,Double Overhead Camshaft,Auto,Pale White,Hardtop,45000
C_CND_007128,2022-10-23,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_001,Contour,Double Overhead Camshaft,Auto,Pale White,Sedan,62000
C_CND_007200,2022-10-25,Tri-State Mack Inc,Scottsdale,CMP_028,Prowler,Overhead Camshaft,Manual,Red,Hatchback,71000
C_CND_007372,2022-10-31,Rabun Used Car Sales,Scottsdale,CMP_018,Passat,Overhead Camshaft,Manual,Pale White,Hatchback,12000
C_CND_007549,2022-11-05,Motor Vehicle Branch Office,Austin,CMP_026,Aurora,Double Overhead Camshaft,Auto,Red,Passenger,24000
C_CND_007993,2022-11-13,Progressive Shippers Cooperative Association No,Janesville,CMP_021,SLK,Overhead Camshaft,Manual,Pale White,Passenger,17000
C_CND_008193,2022-11-16,Race Car Help,Austin,CMP_008,Pathfinder,Overhead Camshaft,Manual,Black,Hardtop,69000
C_CND_008328,2022-11-20,Pars Auto Sales,Greenville,CMP_007,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,28000
C_CND_008386,2022-11-20,Ryder Truck Rental and Leasing,Middletown,CMP_008,Xterra,Double Overhead Camshaft,Auto,Black,Passenger,26000
C_CND_008409,2022-11-20,Pars Auto Sales,Greenville,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,25000
C_CND_008607,2022-11-22,Ryder Truck Rental and Leasing,Greenville,CMP_006,3000GT,Overhead Camshaft,Manual,Red,Sedan,20000
C_CND_008809,2022-11-27,Classic Chevy,Scottsdale,CMP_026,Cutlass,Double Overhead Camshaft,Auto,Red,Sedan,15001
C_CND_008820,2022-11-27,Progressive Shippers Cooperative Association No,Aurora,CMP_004,Avalon,Double Overhead Camshaft,Auto,Pale White,Sedan,18000
C_CND_008895,2022-11-28,Chrysler of Tri-Cities,Pasco,CMP_013,Sonata,Overhead Camshaft,Manual,Black,SUV,15000
C_CND_009030,2022-12-01,Star Enterprises Inc,Pasco,CMP_002,Ram Pickup,Double Overhead Camshaft,Auto,Red,Hatchback,57201
C_CND_009657,2022-12-11,Progressive Shippers Cooperative Association No,Janesville,CMP_018,Beetle,Double Overhead Camshaft,Auto,Pale White,Hardtop,45000
C_CND_009730,2022-12-12,Star Enterprises Inc,Pasco,CMP_011,300M,Double Overhead Camshaft,Auto,Pale White,SUV,22001
C_CND_009735,2022-12-12,C & M Motors Inc,Aurora,CMP_001,Expedition,Overhead Camshaft,Manual,Pale White,SUV,14001
C_CND_009804,2022-12-13,Progressive Shippers Cooperative Association No,Aurora,CMP_017,Carrera Coupe,Double Overhead Camshaft,Auto,Pale White,Hardtop,22101
C_CND_010179,2022-12-21,Classic Chevy,Scottsdale,CMP_026,Bravada,Double Overhead Camshaft,Auto,Pale White,Hatchback,15001
C_CND_011290,2023-02-09,Scrivener Performance Engineering,Greenville,CMP_018,Beetle,Overhead Camshaft,Manual,Red,Hardtop,21000
C_CND_011600,2023-03-03,Enterprise Rent A Car,Aurora,CMP_007,Malibu,Overhead Camshaft,Manual,Pale White,Hardtop,57501
C_CND_011644,2023-03-04,Scrivener Performance Engineering,Greenville,CMP_008,Altima,Double Overhead Camshaft,Auto,Pale White,Hatchback,20000
C_CND_011804,2023-03-10,U-Haul CO,Austin,CMP_014,CR-V,Double Overhead Camshaft,Auto,Pale White,SUV,22000
C_CND_011898,2023-03-13,Ryder Truck Rental and Leasing,Middletown,CMP_006,Diamante,Double Overhead Camshaft,Auto,Pale White,Hatchback,21000
C_CND_011986,2023-03-13,Ryder Truck Rental and Leasing,Scottsdale,CMP_020,LW,Overhead Camshaft,Manual,Red,Hatchback,49001
C_CND_012061,2023-03-15,Diehl Motor CO Inc,Middletown,CMP_007,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,20000
C_CND_012152,2023-03-20,Diehl Motor CO Inc,Middletown,CMP_021,SLK,Overhead Camshaft,Manual,Pale White,Passenger,57000
C_CND_012181,2023-03-21,Enterprise Rent A Car,Aurora,CMP_016,A6,Overhead Camshaft,Manual,Pale White,SUV,13700
C_CND_012526,2023-04-07,Capitol KIA,Greenville,CMP_006,Galant,Double Overhead Camshaft,Auto,Pale White,Passenger,36000
C_CND_012732,2023-04-12,Star Enterprises Inc,Pasco,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,29000
C_CND_012832,2023-04-16,Tri-State Mack Inc,Scottsdale,CMP_011,LHS,Double Overhead Camshaft,Auto,Pale White,Hatchback,21000
C_CND_012912,2023-04-18,Classic Chevy,Scottsdale,CMP_018,Passat,Double Overhead Camshaft,Auto,Red,Hatchback,13500
C_CND_013002,2023-04-19,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_026,Cutlass,Double Overhead Camshaft,Auto,Red,Sedan,15001
C_CND_013295,2023-05-02,Star Enterprises Inc,Pasco,CMP_004,Corolla,Overhead Camshaft,Manual,Red,Passenger,14000
C_CND_013418,2023-05-06,Race Car Help,Middletown,CMP_012,Forester,Overhead Camshaft,Manual,Red,Hardtop,17000
C_CND_013424,2023-05-06,U-Haul CO,Austin,CMP_021,SLK230,Overhead Camshaft,Manual,Red,Hatchback,71000
C_CND_013455,2023-05-07,U-Haul CO,Austin,CMP_023,S40,Double Overhead Camshaft,Auto,Red,Sedan,29801
C_CND_013786,2023-05-17,Saab-Belle Dodge,Pasco,CMP_017,Carrera Cabrio,Double Overhead Camshaft,Auto,Pale White,Passenger,20001
C_CND_013978,2023-05-23,Star Enterprises Inc,Scottsdale,CMP_010,328i,Overhead Camshaft,Manual,Red,Sedan,21001
C_CND_014048,2023-05-26,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_001,Explorer,Double Overhead Camshaft,Auto,Pale White,Hatchback,42500
C_CND_014049,2023-05-26,Progressive Shippers Cooperative Association No,Aurora,CMP_027,ES300,Overhead Camshaft,Manual,Black,Hardtop,34000
C_CND_014188,2023-05-29,Iceberg Rentals,Janesville,CMP_012,Forester,Double Overhead Camshaft,Auto,Black,Hardtop,22000
C_CND_014363,2023-05-31,Scrivener Performance Engineering,Janesville,CMP_025,Navigator,Double Overhead Camshaft,Auto,Black,Sedan,19000
C_CND_014425,2023-06-04,Suburban Ford,Janesville,CMP_012,Forester,Overhead Camshaft,Manual,Red,Hardtop,26000
C_CND_014532,2023-06-06,Chrysler of Tri-Cities,Pasco,CMP_024,Grand Prix,Double Overhead Camshaft,Auto,Pale White,Passenger,19000
C_CND_014630,2023-06-10,Scrivener Performance Engineering,Greenville,CMP_007,Malibu,Overhead Camshaft,Manual,Pale White,Hardtop,14000
C_CND_014897,2023-06-17,Hatfield Volkswagen,Pasco,CMP_007,Metro,Double Overhead Camshaft,Auto,Black,Passenger,31001
C_CND_014927,2023-06-17,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_002,Stratus,Overhead Camshaft,Manual,Pale White,Hatchback,37000
C_CND_014978,2023-06-17,Pitre Buick-Pontiac-Gmc of Scottsdale,Greenville,CMP_027,GS400,Double Overhead Camshaft,Auto,Pale White,Hatchback,25000
C_CND_015143,2023-06-23,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_007,Monte Carlo,Double Overhead Camshaft,Auto,Pale White,Hatchback,20001
C_CND_015400,2023-07-01,Scrivener Performance Engineering,Greenville,CMP_004,Tacoma,Overhead Camshaft,Manual,Black,Hardtop,36001
C_CND_015584,2023-07-08,Saab-Belle Dodge,Aurora,CMP_028,Prowler,Double Overhead Camshaft,Auto,Pale White,Hatchback,15001
C_CND_015736,2023-07-14,Star Enterprises Inc,Pasco,CMP_018,Beetle,Double Overhead Camshaft,Auto,Pale White,Hardtop,45000
C_CND_015765,2023-07-14,Rabun Used Car Sales,Scottsdale,CMP_024,Firebird,Overhead Camshaft,Manual,Black,Hardtop,43000
C_CND_016385,2023-07-30,Rabun Used Car Sales,Scottsdale,CMP_007,Malibu,Overhead Camshaft,Manual,Pale White,SUV,57000
C_CND_016405,2023-07-31,Iceberg Rentals,Janesville,CMP_025,Town car,Overhead Camshaft,Manual,Pale White,Hatchback,33000
C_CND_016458,2023-08-03,Enterprise Rent A Car,Aurora,CMP_002,Ram Pickup,Double Overhead Camshaft,Auto,Pale White,SUV,57600
C_CND_016535,2023-08-08,U-Haul CO,Austin,CMP_021,C-Class,Double Overhead Camshaft,Auto,Pale White,Hatchback,15001
C_CND_016944,2023-08-22,Suburban Ford,Scottsdale,CMP_007,Metro,Double Overhead Camshaft,Auto,Pale White,Passenger,19000
C_CND_017451,2023-09-02,Progressive Shippers Cooperative Association No,Janesville,CMP_024,Sunfire,Overhead Camshaft,Manual,Pale White,Sedan,43001
C_CND_017585,2023-09-03,Classic Chevy,Scottsdale,CMP_001,Explorer,Double Overhead Camshaft,Auto,Pale White,Hatchback,42000
C_CND_018561,2023-09-19,Pars Auto Sales,Greenville,CMP_028,Voyager,Overhead Camshaft,Manual,Red,Passenger,12000
C_CND_018717,2023-09-22,Saab-Belle Dodge,Aurora,CMP_007,Prizm,Overhead Camshaft,Manual,Pale White,SUV,21000
C_CND_018865,2023-09-25,Chrysler Plymouth,Janesville,CMP_005,TL,Double Overhead Camshaft,Auto,Red,Hatchback,29000
C_CND_018880,2023-09-25,U-Haul CO,Austin,CMP_014,Passport,Double Overhead Camshaft,Auto,Black,Hardtop,26000
C_CND_019327,2023-10-07,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_023,C70,Overhead Camshaft,Manual,Pale White,Hatchback,24750
C_CND_019377,2023-10-09,Nebo Chevrolet,Janesville,CMP_016,A6,Double Overhead Camshaft,Auto,Black,SUV,14000
C_CND_019513,2023-10-13,Progressive Shippers Cooperative Association No,Pasco,CMP_010,528i,Overhead Camshaft,Manual,Red,SUV,25000
C_CND_019675,2023-10-17,Hatfield Volkswagen,Middletown,CMP_005,TL,Double Overhead Camshaft,Auto,Pale White,Hatchback,24000
C_CND_019764,2023-10-21,Suburban Ford,Janesville,CMP_014,Odyssey,Overhead Camshaft,Manual,Pale White,Passenger,27001
C_CND_020070,2023-10-29,Enterprise Rent A Car,Aurora,CMP_025,Continental,Overhead Camshaft,Manual,Black,Passenger,42500
C_CND_020091,2023-10-30,Motor Vehicle Branch Office,Austin,CMP_016,A6,Overhead Camshaft,Manual,Pale White,SUV,13000
C_CND_020660,2023-11-10,New Castle Ford Lincoln Mercury,Aurora,CMP_004,Land Cruiser,Double Overhead Camshaft,Auto,Black,SUV,21000
C_CND_020783,2023-11-10,Chrysler of Tri-Cities,Scottsdale,CMP_001,Escort,Double Overhead Camshaft,Auto,Pale White,Passenger,15000
C_CND_020807,2023-11-11,U-Haul CO,Austin,CMP_007,Metro,Double Overhead Camshaft,Auto,Black,Passenger,31001
C_CND_020840,2023-11-11,C & M Motors Inc,Aurora,CMP_018,Passat,Double Overhead Camshaft,Auto,Pale White,Hatchback,13000
C_CND_020890,2023-11-12,Star Enterprises Inc,Pasco,CMP_018,GTI,Double Overhead Camshaft,Auto,Pale White,SUV,25001
C_CND_021017,2023-11-13,Iceberg Rentals,Janesville,CMP_028,Voyager,Overhead Camshaft,Manual,Pale White,Passenger,12001
C_CND_021129,2023-11-15,Scrivener Performance Engineering,Greenville,CMP_018,Beetle,Double Overhead Camshaft,Auto,Pale White,SUV,45000
C_CND_021148,2023-11-17,Enterprise Rent A Car,Aurora,CMP_002,Durango,Overhead Camshaft,Manual,Pale White,SUV,31001
C_CND_021353,2023-11-20,Hatfield Volkswagen,Pasco,CMP_010,328i,Overhead Camshaft,Manual,Black,Sedan,69001
C_CND_021859,2023-11-27,Hatfield Volkswagen,Pasco,CMP_021,SLK230,Double Overhead Camshaft,Auto,Black,Hatchback,33500
C_CND_021992,2023-12-01,Progressive Shippers Cooperative Association No,Janesville,CMP_025,Town car,Double Overhead Camshaft,Auto,Black,Hatchback,26001
